"PLOT_GL","GREEN1","GREEN50","EMER1","EMER50","FLWR1","FLWR50"
"P2410",NA,69,"131","139",141,153
"P2411",NA,69,"113","117",131,145
"P2412",NA,67,"128","131",139,151
"P2413",NA,67,"109","117",128,141
"P2414",NA,64,"124","131",135,139
"P2415",NA,73,"131","139",141,151
"P2416",NA,62,"121","124",141,145
"P2417",NA,69,"128","135",141,149
"P2418",NA,59,"106","111",124,128
"P2419",NA,53,"131","135",141,149
"P2420",NA,67,"97","128",115,135
"P2421",NA,67,"119","124",135,139
"P2501",NA,71,"131","145",145,162
"P2502",NA,67,"121","124",135,139
"P2503",NA,67,"117","121",128,135
"P2504",NA,73,"141","151",162,168
"P2505",NA,69,"135","139",147,153
"P2506",NA,71,"153","159",172,193
"P2507",NA,67,"124","131",139,141
"P2508",NA,67,"131","135",141,151
"P2509",NA,57,"113","135",115,149
"P2510",NA,71,"151","153",174,193
"P2511",NA,67,"117","124",139,141
"P2512",NA,67,"115","119",131,139
"P2513",NA,67,"117","124",131,141
"P2514",NA,67,"128","139",141,145
"P2515",NA,62,"113","117",139,141
"P2516",NA,69,"124","131",135,147
"P2517",NA,53,"115","128",131,139
"P2518",NA,69,"135","139",149,153
"P2519",NA,71,"162","166",193,198
"P2520",NA,64,"115","117",128,139
"P2521",NA,69,"124","131",135,139
"P2522",NA,69,"135","139",149,151
"P2601",NA,67,"124","153",135,162
"P2602",NA,73,"153","159",164,174
"P2603",NA,69,"124","135",141,149
"P2604",NA,62,"124","128",139,141
"P2605",NA,62,"119","124",135,139
"P2606",NA,69,"106","117",124,131
"P2607",NA,62,"106","117",131,141
"P2608",NA,69,"106","117",128,139
"P2609",NA,69,"117","124",131,139
"P2610",NA,67,"117","124",139,145
"P2611",NA,69,"131","135",145,151
"P2612",NA,67,"121","124",135,139
"P2613",NA,62,"117","121",139,141
"P2614",NA,64,"106","115",119,151
"P2615",NA,64,"117","124",139,141
"P2616",NA,67,"131","135",145,151
"P2617",NA,59,"106","112",124,131
"P2618",NA,67,"113","119",131,139
"P2619",NA,62,"139","145",153,159
"P2620",NA,67,"115","124",131,141
"P2621",NA,73,"111","117",128,139
"P2701",NA,67,"117","128",131,139
"P2702",NA,69,"139","141",141,162
"P2703",NA,67,"121","128",131,135
"P2704",NA,67,"141","147",149,159
"P2705",NA,55,"117","119",128,131
"P2706",NA,62,"115","117",131,139
"P2707",NA,73,"131","135",139,141
"P2708",NA,64,"135","141",149,151
"P2709",NA,41,"131","141",147,181
"P2710",NA,62,"109","117",124,131
"P2711",NA,57,"124","135",139,141
"P2712",NA,59,"109","117",128,139
"P2713",NA,71,"155","159",187,190
"P2714",NA,59,"135","139",149,151
"P2715",NA,41,"162","166",181,NA
"P2716",NA,71,"115","117",131,135
"P2717",NA,67,"115","124",135,139
"P2718",NA,69,"109","121",124,149
"P2719",NA,77,"131","139",141,149
"P2720",NA,69,"113","119",139,141
"P2721",NA,59,"111","124",135,141
"P2722",NA,57,"117","121",139,141
"P2801",NA,64,"113","141",124,151
"P2802",NA,62,"111","115",128,131
"P2803",NA,73,"115","124",135,139
"P2804",NA,62,"111","115",128,131
"P2805",NA,67,"117","121",149,153
"P2806",NA,62,"111","115",128,131
"P2807",NA,69,"126","131",139,141
"P2808",NA,57,"109","121",124,135
"P2809",NA,67,"113","119",131,141
"P2810",NA,64,"135","139",141,151
"P2811",NA,67,"113","117",124,131
"P2812",NA,77,"106","117",128,131
"P2813",NA,69,"131","135",139,151
"P2814",NA,71,"128","135",139,141
"P2815",NA,69,"124","131",135,141
"P2816",NA,67,"117","124",131,139
"P2817",NA,57,"131","135",149,151
"P2818",NA,73,"124","139",145,153
"P2819",NA,91,"128","131",135,139
"P2820",NA,62,"113","131",119,139
"P2821",NA,57,"103","111",124,131
"P2901",NA,67,"139","145",147,166
"P2902",NA,71,"141","174",149,198
"P2903",NA,53,"119","141",131,145
"P2904",NA,67,"139","141",149,162
"P2905",NA,69,"121","131",135,139
"P2906",NA,69,"124","139",145,151
"P2907",NA,53,"106","121",131,145
"P2908",NA,64,"139","141",149,151
"P2909",NA,62,"121","131",135,139
"P2910",NA,69,"124","139",141,151
"P2911",NA,69,"128","131",139,153
"P2912",NA,67,"117","121",131,141
"P2913",NA,69,"119","128",135,139
